"ID","number_of_total_atoms","atoms_10","atoms_20","atoms_30","atoms_40","atoms_60","atoms_80","spacegroup","Spacegroup_12","Spacegroup_33","Spacegroup_167","Spacegroup_194","Spacegroup_206","Spacegroup_227","percent_atom_al","percent_atom_ga","percent_atom_in","lattice_vector_1_ang","lattice_vector_2_ang","lattice_vector_3_ang","lattice_angle_alpha_degree","lattice_angle_beta_degree","lattice_angle_gamma_degree","formation_energy_ev_natom_log_y_plus_1","bandgap_energy_ev_log_y_plus_1","Aluminum","Gallium","Indium"
11,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.238625915462587,-1.36687627526279,-0.484245985961279,4.88719106779045,3.72652481484014,1.46223295820493,0.0864735294228695,0.0645106046357695,0.773012797884914,0.153579087928301,0.949802874406603,0,0,0
12,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,2.04942989395194,-2.38433574301274,-2.85079959206822,2.29241001920808,3.65070402350536,2.18244051062753,0.0864740968464761,0.0644573007962421,1.85723652920869,0.226657370614006,1.19128262350942,1,0,0
13,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-3.66356164612965,-0.360287384658641,0.360287384658641,4.9231783699823,3.8681457096672,1.49351127564739,0.086473566450861,0.0645109206586493,0.773009797192298,0.0490758376465926,0.781341191295862,0,0,1
14,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223493841839,-0.656016573093865,-1.0330150061823,2.00700992787884,3.03161954255723,1.9208065026805,0.086473189855789,0.06445733624404,1.85706277120973,0.175548672506526,1.27172490637675,0,0,0
15,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.0330150061823,-1.0330150061823,0,3.48558927493347,1.78842508581911,1.47908484561927,0.086473547937251,0.0645108068211663,0.773012797884914,0.187557823589201,0.939850996283168,0,0,0
16,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0.319223493841839,-0.319223493841839,-3.66356164612965,1.95590139114925,2.92623068974854,1.90677943343328,0.0864729859909909,0.0644573747044775,1.85706700912494,0.0550562057480784,1.60323873719128,1,0,0
17,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0.656016573093865,-3.66356164612965,-0.656016573093865,2.00145132518074,3.02019487104686,1.91961707027443,0.0864729489146232,0.0644573736927039,1.8570881987646,0.184569029334434,1.36409987561012,1,0,0
18,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.56178960719769,0.238625915462586,-0.885013194604907,2.39679935764926,3.89031024287844,2.19919406809367,0.0864738317278555,0.064457301809352,1.85668985126609,0.243181445050717,0.77982933669567,0,1,0
19,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915462587,-1.0330150061823,-0.745168365310824,2.27168040767439,3.60369566143748,1.9415153955085,0.0864745280964315,0.0644573038355161,1.8571178644381,0.301437037684117,0.681074599325676,0,0,0
20,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-2.04942989395194,0,-0.360287384658641,4.91885145472308,3.79286527335928,1.4726208305811,0.08647355410854,0.0645105744104961,0.773012797884914,0.173785225771668,0.765281778319144,0,0,0
21,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,1.36687627526279,-2.85079959206822,-1.56178960719769,2.96671731514524,5.325875373187,1.70334725981464,0.0864736713467483,0.0644573007962421,0.772982791138797,0.19111610447545,1.47985300788541,1,0,0
22,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.61196976034667,-0.745168365310824,-0.61196976034667,2.39327554218734,3.88199606917817,2.19806786458974,0.0864743063630992,0.0644573251057542,1.85674493964636,0.282845394560254,0.934523500135215,0,0,0
23,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,0.238625915462586,-3.66356164612965,-0.238625915462587,2.05000834714097,5.1928376427533,1.72593094962564,0.0864737762178721,0.0644572754624574,0.773027801408007,0.210422986904829,1.13988218286633,1,0,0
24,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,0.360287384658641,-1.19223189943701,-1.36687627526279,4.87688837394654,3.64001559482257,1.43862758725899,0.08647351707952,0.064510229628868,0.773015798581531,0.13706265038834,1.2371270768581,1,0,0
25,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,0.238625915462586,-0.238625915462587,3.07576510644097,5.62646928819197,1.7387488896201,0.0864737577130023,0.0644573007962421,0.772874770165526,0.118582715826948,0.860016632794978,0,1,0
26,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.61196976034667,-0.360287384658641,-1.0330150061823,4.89906587570615,3.7015166263301,1.45088229119473,0.0864735355944157,0.0645103009014368,0.773012797884914,0.101111501368411,1.09051291041146,0,0,0
27,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,0,-3.66356164612965,0,2.0641777564536,5.23289936074873,1.73047529887157,0.0864737515445411,0.0644572714079743,0.773027801408007,0.210341959477001,1.09804546138521,0,0,0
28,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-0.745168365310824,-2.38433574301274,0.484245985961279,3.24989056704137,5.32546427673747,1.74079962054918,0.0864736651770876,0.0644572592427406,0.773021799986767,0.261825657906554,0.852711750231284,0,0,1
29,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-2.04942989395194,-0.118699171516341,-0.238625915462587,2.42974800256349,3.96732232336184,2.20375346294385,0.0864737268698394,0.064457270394307,1.85658391408622,0.22673708682434,0.655964389432229,0,0,0
30,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.885013194604907,-0.61196976034667,-0.484245985961279,4.90196138815518,3.75211443925835,1.46549125456134,0.0864735417658762,0.0645105606734882,0.773012797884914,0.152463543126469,0.932242818088082,0,0,0
31,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,1.36687627526279,-2.85079959206822,-1.56178960719769,3.11984776147305,5.01786068902415,1.7056502330587,0.0864738563967322,0.0644572906641215,0.773039804298498,0.146089705871895,1.49038406964427,1,0,0
32,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245985961279,-2.85079959206822,-0.61196976034667,3.17169567380229,5.13905177203192,1.71974815616393,0.0864737947219708,0.0644572815436247,0.773030802124628,0.252780020442516,1.18478998490916,1,0,0
33,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,2.85079959206822,-2.85079959206822,-3.66356164612965,2.28182560828652,3.626816001064,2.18075135058067,0.0864739303951403,0.0644572855973646,1.85729586283992,0.190041679809093,1.60921788823055,1,0,0
34,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.360287384658641,-0.61196976034667,-1.0330150061823,3.01417380219381,5.45570978808838,1.71888644773168,0.0864737330386433,0.0644573028224433,0.77291677770566,0.191281298165426,1.1955877477915,0,0,0
35,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,-3.66356164612965,4.8902985812857,3.59448144794005,1.41966701340656,0.08647351707952,0.0645097140518916,0.773015798581531,0.0216636396360264,1.3451337676148,0,0,0
36,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,0.745168365310824,-1.19223189943701,-2.04942989395194,2.32065578924079,3.71486466238577,2.18714601017072,0.0864744911485735,0.0644573078876213,1.85707972289602,0.27185752210481,1.10638202593247,1,0,0
37,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245985961279,-1.56178960719769,-1.19223189943701,3.14752583624143,5.08439794233041,1.7133216713244,0.0864737638813779,0.0644572866107532,0.773036803569874,0.192519381770401,1.26177934142196,1,0,0
38,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-2.38433574301274,0.484245985961279,-0.745168365310824,3.19447237570664,3.61412582099022,1.95780919564471,0.086337213388429,0.0644294544701177,-0.342604626137629,0.219617341537652,0.51796011266659,0,1,0
39,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223493841839,-0.656016573093865,-1.0330150061823,2.00700992787884,3.03161954255723,1.9208065026805,0.086473189855789,0.06445733624404,1.85706277120973,0.149109422587841,1.25684035891539,0,0,0
40,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.38433574301274,-2.04942989395194,1.56178960719769,3.13534839496647,5.79407735593922,1.75765385126835,0.086473603475767,0.0644572795166433,0.772970788552376,0.0869113719892964,0.6911952768347,0,0,1
41,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915462587,0.238625915462586,-3.66356164612965,3.12133681701171,3.44197254535335,1.94154426990506,0.0866740905159104,0.0644839922946608,-0.344157430446874,0.111988501948047,1.20291224212861,0,1,0
42,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0,0,-3.66356164612965,1.96216209416659,2.93899912084704,1.90840881462776,0.0864730724904998,0.0644573605379595,1.85705853329875,0.045642357878701,1.56358243784765,0,0,0
43,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.78448670989897,1.36687627526279,-2.38433574301274,3.15810628139711,5.12000506278201,1.71686742417516,0.0864734183203791,0.0644572866107532,0.773057808754262,0.0702720529853317,1.14730721020687,0,1,0
44,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,0,0,-3.66356164612965,1.96216209416659,2.93899912084704,1.90840881462776,0.0864730724904998,0.0644573605379595,1.85705853329875,0.0598713970373904,1.54817933971325,0,0,0
45,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.61196976034667,-0.61196976034667,-3.66356164612965,2.95283983383712,5.28837002430426,1.69875051358458,0.0864737823859907,0.0644573129523351,0.77291677770566,0.0907543632684641,1.57331320171547,1,0,0
46,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.04942989395194,0.745168365310824,-1.19223189943701,3.03323543741166,5.50837626958432,1.72506896858714,0.0864738255604222,0.0644573109265053,0.772847765732387,0.136364874520517,1.04334620089634,0,1,0
47,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.61196976034667,-1.56178960719769,-1.36687627526279,3.13886920822501,5.06418525027618,1.71096497149096,0.0864737762178721,0.0644572876241231,0.773039804298498,0.181070774892302,1.30100876683753,1,0,0
48,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-1.78448670989897,-0.745168365310824,0.238625915462586,2.33122349763752,3.73823131480879,1.96611852152362,0.0864740721909571,0.0644572602566123,1.85699072729943,0.364781992832629,0.312618557741813,0,0,1
49,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0.484245985961279,-1.0330150061823,-1.78448670989897,3.06480981656924,3.40496423579231,1.94762032371236,0.0867788095446804,0.0645038955707845,-0.332892442517696,0.209288005023769,1.18151244839575,1,0,0
50,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.19223189943701,0.118699171516341,-1.0330150061823,4.91083906475908,3.7220814376487,1.45355560623996,0.0864735417658762,0.0645102633350012,0.773012797884914,0.107777592173431,0.99117554506587,0,1,0
51,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-0.484245985961279,-1.78448670989897,3.12643507176904,3.48174773285584,1.94552034966472,0.0865200609874938,0.0644658896333565,-0.342628192518881,0.24121919804144,1.26463507249256,0,0,0
52,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.78448670989897,-1.19223189943701,0.61196976034667,3.270344396193,5.37728081882555,1.74640293414573,0.08647355410854,0.0644572521451183,0.773015798581531,0.237204234962544,0.703345005536391,0,0,1
53,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.118699171516341,-1.19223189943701,-0.745168365310824,3.01958297569339,5.4705857884389,1.72065029981971,0.0864736898552165,0.0644572987699666,0.772943782966981,0.206363551274193,1.20638988084154,0,0,0
54,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,1.78448670989897,-2.04942989395194,-2.85079959206822,2.29472065891809,3.65592854953996,2.18289543507168,0.0864741954548572,0.0644572947171927,1.8572238149672,0.194167779077636,1.53130338302987,1,0,0
55,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-3.66356164612965,-0.360287384658641,0.360287384658641,4.9231783699823,3.8681457096672,1.49351127564739,0.086473566450861,0.0645109206586493,0.773009797192298,0.0791807978744413,0.765421329429965,0,0,1
56,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.745168365310824,0.61196976034667,-2.85079959206822,2.33844879243565,3.75568345264309,2.19098047322658,0.0864743926059006,0.0644572855973646,1.85693139793999,0.225301221868009,0.850791749641459,0,1,0
57,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.745168365310824,-0.484245985961279,-0.745168365310824,4.90051852358524,3.72687098308188,1.45823924943337,0.0864735417658762,0.0645104337135113,0.773012797884914,0.161778655562625,0.986637353294703,0,0,0
58,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0,-1.56178960719769,-0.61196976034667,3.18182429565459,5.16492983840439,1.72261080563474,0.0864737207009497,0.0644572785031247,0.773030802124628,0.232222215247414,1.10316855974932,0,0,0
59,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-0.484245985961279,0.484245985961279,-3.66356164612965,3.48574185180759,1.67621816841541,1.42251880527342,0.0864735294228695,0.0645096711915844,0.773015798581531,0.0212721352755398,1.27642368998418,0,1,0
60,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.19223189943701,-0.61196976034667,-0.238625915462587,2.41987790238996,3.94416073230566,2.20203096068702,0.086474109173722,0.064457295730414,1.8566390010892,0.246860077931526,0.676051885131308,0,0,0
61,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,0.360287384658641,-0.360287384658641,3.07075553282478,5.61249247543724,1.73714098446882,0.0864737700496678,0.064457301809352,0.772868769152378,0.123897636656237,0.887273782803663,0,1,0
62,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-0.238625915462587,-3.66356164612965,2.96031095724217,5.30860007495848,1.70122078513241,0.0864738070576084,0.0644573149780906,0.772898774378153,0.104720310770403,1.49000100989353,1,0,0
63,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.61196976034667,-0.61196976034667,-0.745168365310824,4.89756708714064,3.72173513148038,1.4575757558537,0.0864735355944157,0.0645104427330945,0.773012797884914,0.165599180649566,0.996505732396734,0,0,0
64,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223493841839,0.319223493841839,-3.66356164612965,1.96837303357251,2.95175157419493,1.91003187387978,0.086473165149881,0.0644573463678054,1.8570500574895,0.0678455468950672,1.49294903898843,0,1,0
65,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0,0,-3.66356164612965,3.11519731483045,3.43292408027184,1.93936216788403,0.08666171845776,0.0644826045484173,-0.344101773470907,0.127249200915464,1.21048157623876,0,0,0
66,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.885013194604907,0,-1.19223189943701,2.37546967956766,3.84079839558279,2.19595230018449,0.086474170804816,0.0644573089006012,1.8567915534506,0.252080801208807,1.03300653157012,0,0,0
67,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915462587,-1.36687627526279,-0.484245985961279,2.27251043421554,3.60614379277372,1.96283907788147,0.0864734923917922,0.0644572379471406,1.85704581959124,0.319471394941188,0.644586989944568,0,0,0
68,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.118699171516341,-0.61196976034667,-1.36687627526279,2.99899103552042,5.41401411184257,1.71393791735948,0.0864737453759942,0.0644573058616058,0.77291677770566,0.181237636230917,1.2665249789829,0,0,0
69,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,-3.66356164612965,-2.38433574301274,2.38433574301274,2.16484427158301,5.52300080966323,1.76236797433867,0.0864735294228695,0.0644572278034966,0.773015798581531,0.148764773265112,0.567073623304577,0,0,1
70,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.85079959206822,-2.85079959206822,2.38433574301274,3.15223599755547,5.84204319267842,1.76295376558204,0.0864735849636997,0.0644572764760318,0.772985791795404,0.0400857235392856,0.64882949990882,0,0,1
71,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.484245985961279,-0.484245985961279,-3.66356164612965,2.95533288399823,5.29511627242894,1.69957541218687,0.0864737885540236,0.0644573139652222,0.772910776580487,0.097308182466998,1.54299891987753,1,0,0
72,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,0,0,-3.66356164612965,1.9830094479148,5.01445270193905,1.70482373693256,0.0864736343274985,0.0644572926906943,0.773063810271524,0.0250827803674632,1.42180628212125,0,0,0
73,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,0.745168365310824,-0.745168365310824,-3.66356164612965,1.96984754192799,4.97523140552798,1.70034859136179,0.0864737453759942,0.0644572937039527,0.773057808754262,0.0366211834556454,1.52034436924015,1,0,0
74,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,0.238625915462586,-2.38433574301274,-0.484245985961279,2.03995468661749,5.16560478688782,1.72277230584324,0.0864737638813779,0.0644572785031247,0.773030802124628,0.263210060527293,1.11300816895184,1,0,0
75,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0,-3.66356164612965,0,3.04775971810059,5.54835937684128,1.7297691543433,0.0864736096462847,0.0644572886374745,0.772988792456013,0.228966564616998,1.10047721527762,0,0,0
76,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-1.56178960719769,-3.66356164612965,1.56178960719769,3.12841477473705,5.77439288121865,1.7554728237505,0.0864735787928391,0.0644572785031247,0.772988792456013,0.103729185762477,0.791271578553144,0,0,1
77,436.818550616046,0,0,0,0,1,0,167,0,0,1,0,0,0,1.49371353669317,-1.78448670989897,-2.67251162726559,3.06825580971546,2.90126731008254,1.90370714894405,0.086472720208728,0.0644574151602158,1.85709243670524,0.0661622022536688,1.7064557243136,1,0,0
78,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-3.66356164612965,1.36687627526279,-1.36687627526279,3.19223711141132,5.20035063782337,1.7260853391799,0.0864733751063532,0.0644572785031247,0.773039804298498,0.0754784611759056,0.992918384109046,0,1,0
79,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.61196976034667,-0.745168365310824,-0.61196976034667,2.39327554218734,3.88199606917817,2.19806786458974,0.0864743063630992,0.0644573251057542,1.85674493964636,0.337899788612398,0.755229562856489,0,0,0
80,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-1.0330150061823,-1.0330150061823,3.15470117990916,3.51404442976978,1.95196427826977,0.086707623374784,0.0644891574904418,-0.343323398179116,0.180987333780818,1.13748037555349,0,0,0
81,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,-0.484245985961279,-1.36687627526279,-0.238625915462587,2.06262742516579,5.23150359931967,1.73016355379359,0.0864736651770876,0.0644572714079743,0.773024800695386,0.191198704731558,1.04232408432132,0,0,0
82,228.027525963663,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-1.36687627526279,-0.745168365310824,2.25791102787437,3.57322613584045,1.95559007381846,0.0864730724904998,0.0644573473800799,1.8568042663953,0.363948427905231,0.701561679160963,0,0,0
83,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.360287384658641,-3.66356164612965,-0.360287384658641,3.02527502362167,5.48616028505372,1.72249712300309,0.086473621987063,0.0644572916774172,0.772988792456013,0.227772819697872,1.17486320117937,1,0,0
84,436.818550616046,0,0,0,0,1,0,167,0,0,1,0,0,0,0.656016573093865,-1.49371353669317,-1.49371353669317,3.10636836119052,2.9669594196977,1.91244309060868,0.0864729303752806,0.0644573807747294,1.85707972289602,0.136801041492145,1.49850635172682,1,0,0
85,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.49371353669317,-1.49371353669317,0.656016573093865,2.08743318837135,3.20079360971713,1.94267959223082,0.086473362758717,0.0644572886374745,1.85706700912494,0.204653662000365,0.890767774643069,0,0,1
86,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.484245985961279,-0.484245985961279,-1.0330150061823,3.01660206776355,5.4623853123192,1.71967590750877,0.0864737392073616,0.0644573038355161,0.772910776580487,0.188717724299193,1.19446777431163,0,0,0
87,692.519843155147,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.19223189943701,-3.66356164612965,1.19223189943701,4.89813035712587,3.89247329235794,1.50768442015976,0.08647355410854,0.0645112985804419,0.773009797192298,0.298696193714881,0.757951291425442,0,0,1
88,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.66356164612965,-1.19223189943701,1.19223189943701,3.13019862930868,5.77949107153558,1.75602879891793,0.0864736404975877,0.0644572835705318,0.772946783571577,0.0723206615796261,0.7099059643749,0,0,1
89,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,0.484245985961279,-3.66356164612965,-0.484245985961279,2.37754321203272,3.84548429024675,2.19487580972203,0.0864744480388482,0.0644574192041583,1.85684664315308,0.218653486041345,1.06935510760099,1,0,0
90,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245985961279,-1.78448670989897,-1.0330150061823,3.1535825477464,5.0980667367487,1.71493678843313,0.0864737700496678,0.0644572845839575,0.773036803569874,0.217608259815533,1.25939805043135,1,0,0
91,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.0330150061823,0,-1.0330150061823,3.49061939329148,1.73882902991193,1.45288597383871,0.0864735417658762,0.0645102727289857,0.773012797884914,0.0924880194351514,1.05399839174209,0,0,0
92,692.519843155147,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.745168365310824,-1.19223189943701,-0.118699171516341,2.41818407329024,3.94019235871268,2.20147271972905,0.0864743494865958,0.0644573200421545,1.85666018858874,0.368870277638609,0.58377864350458,0,0,0
93,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.0330150061823,-0.656016573093865,-0.319223493841839,2.04433578880474,3.10966056647515,1.93092774349964,0.0864733380624154,0.0644573048485702,1.85705853329875,0.191363884778184,1.07578709802617,0,0,0
94,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-0.360287384658641,-2.85079959206822,2.96556244478982,5.32289468091317,1.70295397863842,0.0864737885540236,0.0644573129523351,0.772904775471318,0.116092718986853,1.46914082689538,1,0,0
95,74.8022042068146,0,1,0,0,0,0,12,1,0,0,0,0,0,0.484245985961279,-0.484245985961279,-3.66356164612965,3.4658589022757,1.65071993247018,1.41679937490627,0.0864735109077166,0.0645097568947572,0.773015798581531,0.0431552703139276,1.45794037657234,1,0,0
96,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,3.66356164612965,-3.66356164612965,-3.66356164612965,2.92525686492893,5.2138648423888,1.68959066825399,0.0864736960245345,0.0644573068746229,0.772991793120622,0.0712037590063321,1.82638631337111,1,0,0
97,436.818550616046,0,0,0,0,1,0,167,0,0,1,0,0,0,0.319223493841839,-2.15210159768928,-0.656016573093865,3.14424599122139,3.03284725483198,1.92119717062474,0.086473029242848,0.0644573605379595,1.85708396082819,0.197210169287705,1.32702194965482,1,0,0
98,228.027525963663,0,0,0,1,0,0,33,0,1,0,0,0,0,-1.0330150061823,-3.66356164612965,1.0330150061823,2.1199685024583,5.39202524607504,1.74820445813052,0.086473652837509,0.0644572491030013,0.773021799986767,0.253944300466922,0.79099958072745,0,0,1
99,692.519843155147,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.19223189943701,-1.19223189943701,0.238625915462586,3.24560398646069,5.31770281838395,1.73980997949875,0.0864735973051636,0.0644572602566123,0.773018799282148,0.227135572583747,0.825972073672451,0,0,1
100,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.38433574301274,-2.38433574301274,1.78448670989897,3.14022333354111,5.80790268581104,1.7591847675557,0.0864735973051636,0.0644572785031247,0.772976789837585,0.0720415528649705,0.701512096891573,0,0,1
101,692.519843155147,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915462586,-0.238625915462587,-3.66356164612965,2.96031095724217,5.30860007495848,1.70122078513241,0.0864738070576084,0.0644573149780906,0.772898774378153,0.101472968930634,1.51404972958762,1,0,0
102,143.677556388614,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223493841839,-0.656016573093865,-1.0330150061823,2.00700992787884,3.03161954255723,1.9208065026805,0.086473189855789,0.06445733624404,1.85706277120973,0.17428938509669,1.28862640394173,0,0,0
