"","ID","number_of_total_atoms","atoms_10","atoms_20","atoms_30","atoms_40","atoms_60","atoms_80","spacegroup","Spacegroup_12","Spacegroup_33","Spacegroup_167","Spacegroup_194","Spacegroup_206","Spacegroup_227","percent_atom_al","percent_atom_ga","percent_atom_in","lattice_vector_1_ang","lattice_vector_2_ang","lattice_vector_3_ang","lattice_angle_alpha_degree","lattice_angle_beta_degree","lattice_angle_gamma_degree","formation_energy_ev_natom_log_y_plus_1","bandgap_energy_ev_log_y_plus_1","Aluminum","Gallium","Indium"
"27",27,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.5,0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.210341959477001,1.09804546138521,1,0,1
"28",28,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.261825657906554,0.852711750231284,1,1,1
"29",29,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.0938,0.4688,0.4375,6.6763,6.676,24.591,90.0029,90,119.9897,0.22673708682434,0.655964389432229,1,1,1
"30",30,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.2812,0.3438,0.375,24.5303,6.2989,6.2039,89.9999,104.7882,90.0001,0.152463543126469,0.932242818088082,1,1,1
"31",31,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.8125,0.0312,0.1562,10.0379,8.6076,9.2385,90.005,90.002,90.001,0.146089705871895,1.49038406964427,1,1,1
"32",32,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.625,0.0312,0.3438,10.3335,8.8397,9.4691,90.004,90.0011,90.0007,0.252780020442516,1.18478998490916,1,1,1
"33",33,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.9688,0.0312,0,6.0828,6.0824,23.3707,90.0062,90.0015,120.0065,0.190041679809093,1.60921788823055,1,1,0
"34",34,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.4062,0.3438,0.25,9.4551,9.4548,9.4548,90.003,90.0032,89.9969,0.191281298165426,1.1955877477915,1,1,1
"35",35,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.5,0.5,0,24.402,6.0269,5.7748,89.9995,103.8357,90.0002,0.0216636396360264,1.3451337676148,1,1,0
"36",36,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.6875,0.2188,0.0938,6.2346,6.2343,23.7022,90.0153,90.0037,120.0014,0.27185752210481,1.10638202593247,1,1,1
"37",37,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.625,0.1562,0.2188,10.1949,8.7348,9.3631,90.0035,90.0016,90.0009,0.192519381770401,1.26177934142196,1,1,1
"38",38,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.0625,0.625,0.3125,10.4654,6.0606,14.7182,88.075,87.7806,30.3034,0.219617341537652,0.51796011266659,1,1,1
"39",39,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.149109422587841,1.25684035891539,1,1,1
"40",40,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0869113719892964,0.6911952768347,1,1,1
"41",41,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.4375,0.5625,0,10.0463,5.7672,14.2585,94.2984,93.5832,30.1116,0.111988501948047,1.20291224212861,1,1,0
"42",42,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.5,0.5,0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.045642357878701,1.56358243784765,1,1,0
"43",43,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.125,0.8125,0.0625,10.2554,8.8031,9.4214,89.9979,90.0016,90.0016,0.0702720529853317,1.14730721020687,1,1,1
"44",44,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.5,0.5,0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0598713970373904,1.54817933971325,1,1,0
"45",45,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.6562,0.3438,0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.0907543632684641,1.57331320171547,1,1,0
"46",46,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.0938,0.6875,0.2188,9.5583,9.5583,9.558,90.0045,90.004,89.9946,0.136364874520517,1.04334620089634,1,1,1
"47",47,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.6562,0.1562,0.1875,10.1456,8.6961,9.3246,90.0037,90.0017,90.001,0.181070774892302,1.30100876683753,1,1,1
"48",48,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.125,0.3125,0.5625,6.2764,6.2748,14.9602,90.0085,89.999,119.9993,0.364781992832629,0.312618557741813,1,1,1
"49",49,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.625,0.25,0.125,9.7311,5.7047,14.4281,98.1747,99.6,31.4714,0.209288005023769,1.18151244839575,1,1,1
"50",50,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.2188,0.5312,0.25,24.6283,6.2468,6.0884,89.9999,104.4371,90.0001,0.107777592173431,0.99117554506587,1,1,1
"51",51,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5,0.375,0.125,10.0751,5.8346,14.3692,90.796,90.9241,30.3005,0.24121919804144,1.26463507249256,1,1,1
"52",52,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.237204234962544,0.703345005536391,1,1,1
"53",53,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.4688,0.2188,0.3125,9.4843,9.484,9.4841,90.0023,90.0028,89.9978,0.206363551274193,1.20638988084154,1,1,1
"54",54,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.875,0.0938,0.0312,6.1329,6.1325,23.4812,90.0105,90.0024,120.0048,0.194167779077636,1.53130338302987,1,1,1
"55",55,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0.4062,0.5938,24.765,6.5014,6.486,90.0003,105.241,90,0.0791807978744413,0.765421329429965,0,1,1
"56",56,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.3125,0.6562,0.0312,6.3051,6.3051,23.9038,90.0137,90.0015,119.9979,0.225301221868009,0.850791749641459,1,1,1
"57",57,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.3125,0.375,0.3125,24.5144,6.2551,6.1334,89.9999,104.6359,90.0001,0.161778655562625,0.986637353294703,1,1,1
"58",58,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.5,0.1562,0.3438,10.392,8.8895,9.5168,90.0028,90.0008,90.0007,0.232222215247414,1.10316855974932,1,1,1
"59",59,20,0,1,0,0,0,0,12,1,0,0,0,0,0,0.375,0.625,0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0212721352755398,1.27642368998418,1,1,0
"60",60,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.2188,0.3438,0.4375,6.6354,6.6351,24.4969,90.0091,90.0025,119.991,0.246860077931526,0.676051885131308,1,1,1
"61",61,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.123897636656237,0.887273782803663,0,1,1
"62",62,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.5625,0.4375,0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.104720310770403,1.49000100989353,1,1,0
"63",63,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,0.165599180649566,0.996505732396734,1,1,1
"64",64,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.4167,0.5833,0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0678455468950672,1.49294903898843,1,1,0
"65",65,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5,0.5,0,10.0117,5.7519,14.1982,93.9475,93.3283,30.1185,0.127249200915464,1.21048157623876,1,1,0
"66",66,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.252080801208807,1.03300653157012,1,1,1
"67",67,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.4375,0.1875,0.375,6.0468,6.0469,14.8641,89.9991,89.9968,120.0006,0.319471394941188,0.644586989944568,1,1,1
"68",68,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.181237636230917,1.2665249789829,1,1,1
"69",69,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0,0.0625,0.9375,5.6422,9.5871,10.2114,89.9997,89.9958,90.0002,0.148764773265112,0.567073623304577,0,1,1
"70",70,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0400857235392856,0.64882949990882,1,1,1
"71",71,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.625,0.375,0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,0.097308182466998,1.54299891987753,1,1,0
"72",72,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.5,0.5,0,5.0054,8.6011,9.2252,90.0014,90.0022,90.0018,0.0250827803674632,1.42180628212125,1,1,0
"73",73,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.6875,0.3125,0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.0366211834556454,1.52034436924015,1,1,0
"74",74,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.5625,0.0625,0.375,5.1987,8.8908,9.5195,90.0035,90.0008,90.0007,0.263210060527293,1.11300816895184,1,1,1
"75",75,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.5,0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.228966564616998,1.10047721527762,1,0,1
"76",76,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.1562,0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,0.103729185762477,0.791271578553144,1,0,1
"77",77,60,0,0,0,0,1,0,167,0,0,1,0,0,0,0.8333,0.125,0.0417,9.7501,4.8748,13.2566,89.9866,90.0143,120.0017,0.0661622022536688,1.7064557243136,1,1,1
"78",78,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0,0.8125,0.1875,10.4524,8.9578,9.5751,89.9972,90.0008,90.001,0.0754784611759056,0.992918384109046,0,1,1
"79",79,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,90.0123,90.0054,119.9935,0.337899788612398,0.755229562856489,1,1,1
"80",80,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5,0.25,0.25,10.2359,5.8895,14.5509,95.3405,94.6471,30.2148,0.180987333780818,1.13748037555349,1,1,1
"81",81,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.375,0.1875,0.4375,5.2772,9.018,9.6441,90.0019,90.0001,90.0005,0.191198704731558,1.04232408432132,1,1,1
"82",82,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5,0.1875,0.3125,5.9907,5.9905,14.6544,89.9923,90.0076,119.9949,0.363948427905231,0.701561679160963,1,1,1
"83",83,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.5938,0,0.4062,9.5151,9.5146,9.5149,90.0012,90.0021,89.9993,0.227772819697872,1.17486320117937,1,0,1
"84",84,60,0,0,0,0,1,0,167,0,0,1,0,0,0,0.6667,0.1667,0.1667,9.9621,4.9808,13.4799,89.99,90.0109,120.0014,0.136801041492145,1.49850635172682,1,1,1
"85",85,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.997,90.0018,120.0011,0.204653662000365,0.890767774643069,1,1,1
"86",86,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.375,0.375,0.25,9.4682,9.4679,9.4679,90.0031,90.0033,89.9967,0.188717724299193,1.19446777431163,1,1,1
"87",87,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.2188,0,0.7812,24.4881,6.5441,6.6348,90.0001,105.7537,90,0.298696193714881,0.757951291425442,1,0,1
"88",88,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0,0.2188,0.7812,10.0964,10.0964,10.0965,90.0015,90.0013,89.9979,0.0723206615796261,0.7099059643749,0,1,1
"89",89,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.625,0,0.375,6.4621,6.4617,24.1108,90.0146,90.0147,119.9959,0.218653486041345,1.06935510760099,1,0,1
"90",90,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.625,0.125,0.25,10.2295,8.761,9.3896,90.0036,90.0014,90.0009,0.217608259815533,1.25939805043135,1,1,1
"91",91,20,0,1,0,0,0,0,12,1,0,0,0,0,0,0.25,0.5,0.25,12.2979,3.1189,6.082,89.9999,104.4479,90.0001,0.0924880194351514,1.05399839174209,1,1,1
"92",92,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.3125,0.2188,0.4688,6.6284,6.6281,24.4665,90.013,90.0049,119.9915,0.368870277638609,0.58377864350458,1,1,1
"93",93,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,89.9966,90.0034,120.0009,0.191363884778184,1.07578709802617,1,1,1
"94",94,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.5625,0.4062,0.0312,9.1957,9.1953,9.1952,90.0039,90.0042,89.9965,0.116092718986853,1.46914082689538,1,1,1
"95",95,20,0,1,0,0,0,0,12,1,0,0,0,0,0,0.625,0.375,0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0431552703139276,1.45794037657234,1,1,0
"96",96,80,0,0,0,0,0,1,206,0,0,0,0,1,0,1,0,0,8.9847,8.9839,8.9843,90.0024,90.0036,89.9994,0.0712037590063321,1.82638631337111,1,0,0
"97",97,60,0,0,0,0,1,0,167,0,0,1,0,0,0,0.5833,0.0833,0.3333,10.1762,5.0878,13.7084,89.9916,90.0089,120.0015,0.197210169287705,1.32702194965482,1,1,1
"98",98,40,0,0,0,1,0,0,33,0,1,0,0,0,0,0.25,0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.253944300466922,0.79099958072745,1,0,1
"99",99,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.2188,0.2188,0.5625,10.7661,9.1852,9.8098,90.0008,89.999,90.0003,0.227135572583747,0.825972073672451,1,1,1
"100",100,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.0720415528649705,0.701512096891573,1,1,1
"101",101,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.5625,0.4375,0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.101472968930634,1.51404972958762,1,1,0
"102",102,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.17428938509669,1.28862640394173,1,1,1
"103",103,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.3125,0.6875,0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.094673613602681,1.36192482133588,1,1,0
"104",104,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0,0.2812,0.7188,10.041,10.041,10.041,90.0018,90.0016,89.9975,0.0932170817111337,0.707887998881444,0,1,1
"105",105,20,0,1,0,0,0,0,12,1,0,0,0,0,0,0.5,0,0.5,12.135,3.1533,6.288,89.9997,105.179,90.0001,0.31400749761933,0.950808093899715,1,0,1
"106",106,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.4062,0.5,0.0938,10.1585,8.7171,9.3405,90.0009,90.0018,90.0014,0.129360205305707,1.25686881367943,1,1,1
"107",107,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.3125,0.375,0.3125,10.3492,5.9826,14.4464,83.7426,82.7531,30.6289,0.288256907202623,0.661862890520179,1,1,1
"108",108,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0948555310126788,1.67220611748644,1,1,1
"109",109,60,0,0,0,0,1,0,167,0,0,1,0,0,0,0.6667,0.0833,0.25,10.0485,5.024,13.5733,89.9901,90.0106,120.0015,0.187806487024524,1.39802528399559,1,1,1
"110",110,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0.625,0.375,24.8227,6.3789,6.2612,90.0002,104.6927,90.0001,0.00915793778476572,0.8998767566059,0,1,1
"111",111,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.4062,0.3438,0.25,24.4334,6.1934,6.0501,89.9997,104.5021,90.0001,0.211718533644742,1.11484646510686,1,1,1
"112",112,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5625,0.25,0.1875,5.929,5.9282,14.0415,90.0155,90.0018,120.0027,0.272619194774735,0.713145867066634,1,1,1
"113",113,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.6667,0.3333,0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0502177161606175,1.66576153348704,1,1,0
"114",114,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.108854404912082,0.699824835313186,1,1,1
"115",115,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.25,0.7188,0.0312,9.3266,9.3264,9.3261,90.0052,90.0048,89.9943,0.112792827475122,1.28464915735769,1,1,1
"116",116,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.139761942375159,1.09894556645823,1,1,1
"117",117,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.2188,0.5938,0.1875,6.4508,6.4507,24.1753,90.0077,90.0036,119.9943,0.267657920620853,0.762440007055895,1,1,1
"118",118,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.6875,0,0.3125,9.8517,5.7884,14.5524,98.9341,100.5107,31.683,0.330022912941306,0.975540291078115,1,0,1
"119",119,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.4167,0.4167,0.1667,5.043,5.0426,13.6046,89.9941,90.0068,120.0009,0.129448067186886,1.3416630369743,1,1,1
"120",120,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.5,0.5,0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0588347857208926,1.56452422501059,1,1,0
"121",121,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.367347785995036,0.957893221728669,1,1,1
"122",122,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.6875,0.25,0.0625,5.7896,5.7894,14.1688,89.998,90.0023,119.9971,0.199915865194906,1.08444574875053,1,1,1
"123",123,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.3125,0.0625,0.625,10.6585,6.1769,15.2114,91.1886,91.3794,30.3686,0.34323503157203,0.379121132768562,1,1,1
"124",124,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.6667,0.3333,0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0419094030772096,1.66413440935313,1,1,0
"125",125,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.8125,0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,0.19778471684732,1.45072350127558,1,0,1
"126",126,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.120623442323739,0.816249377693929,0,1,1
"127",127,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,90.0151,90.0096,119.9939,0.299511824205358,0.823561219281878,1,1,1
"128",128,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.4167,0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.243495047562107,1.04507085507319,1,0,1
"129",129,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.4375,0.125,0.4375,10.4164,6.0348,14.86,91.0287,91.1936,30.339,0.402259977159216,0.344227798636975,1,1,1
"130",130,80,0,0,0,0,0,1,12,1,0,0,0,0,0,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.118760335720843,1.08031253149668,1,1,1
"131",131,80,0,0,0,0,0,1,33,0,1,0,0,0,0,0.4062,0.4688,0.125,10.1932,8.7434,9.367,90.001,90.0017,90.0013,0.125045488974224,1.26254355368372,1,1,1
"132",132,20,0,1,0,0,0,0,12,1,0,0,0,0,0,0.25,0.75,0,12.3309,3.049,5.826,89.9998,103.7468,90.0001,0.0250827803674632,1.23118905911918,1,1,0
"133",133,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0,0.3125,0.6875,10.0132,10.0133,10.0133,90.002,90.0018,89.9973,0.097580328338864,0.731165247747466,0,1,1
"134",134,30,0,0,1,0,0,0,167,0,0,1,0,0,0,0.0833,0.9167,0,5.0391,5.0386,13.584,89.9993,90.002,120,0.0717623662268908,1.27600505222531,1,1,0
"135",135,80,0,0,0,0,0,1,206,0,0,0,0,1,0,0.4062,0.3125,0.2812,9.4828,9.4825,9.4825,90.0028,90.0031,89.9971,0.193508746184519,1.1728845330427,1,1,1
"136",136,80,0,0,0,0,0,1,194,0,0,0,1,0,0,0.3125,0.1875,0.5,6.6515,6.6511,24.5067,90.0136,90.0049,119.9912,0.239803992207317,0.740221587945874,1,1,1
"137",137,40,0,0,0,1,0,0,227,0,0,0,0,0,1,0.5625,0.125,0.3125,6.002,6.0012,14.3698,90.0068,89.9959,119.9994,0.319253411289099,0.807234506597713,1,1,1
"138",138,10,1,0,0,0,0,0,194,0,0,0,1,0,0,0.25,0,0.75,3.4282,3.4279,12.4378,90.0196,89.9997,119.9879,0.211151938461832,0.70275091670264,1,0,1
