,total_atoms,10,20,30,40,60,80,space,S12,S33,S167,S194,S206,S227,AL,GA,IN,vec1ang,vec2ang,vec3ang,alpha,beta,gamma,bandgap_energy_ev_log_y_plus_1,Al_C,GA_C,IN_C
60,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.192231899,-0.61196976,-0.238625915,2.419877902,3.944160732,2.202030961,0.086474109,0.064457296,1.856639001,0.676051885,0,0,0
61,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.663561646,0.360287385,-0.360287385,3.070755533,5.612492475,1.737140984,0.08647377,0.064457302,0.772868769,0.887273783,0,1,0
62,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915,-0.238625915,-3.663561646,2.960310957,5.308600075,1.701220785,0.086473807,0.064457315,0.772898774,1.49000101,1,0,0
63,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.61196976,-0.61196976,-0.745168365,4.897567087,3.721735131,1.457575756,0.086473536,0.064510443,0.773012798,0.996505732,0,0,0
64,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223494,0.319223494,-3.663561646,1.968373034,2.951751574,1.910031874,0.086473165,0.064457346,1.857050057,1.492949039,0,1,0
65,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0,0,-3.663561646,3.115197315,3.43292408,1.939362168,0.086661718,0.064482605,-0.344101773,1.210481576,0,0,0
66,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.885013195,0,-1.192231899,2.37546968,3.840798396,2.1959523,0.086474171,0.064457309,1.856791553,1.033006532,0,0,0
67,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915,-1.366876275,-0.484245986,2.272510434,3.606143793,1.962839078,0.086473492,0.064457238,1.85704582,0.64458699,0,0,0
68,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.118699172,-0.61196976,-1.366876275,2.998991036,5.414014112,1.713937917,0.086473745,0.064457306,0.772916778,1.266524979,0,0,0
69,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,-3.663561646,-2.384335743,2.384335743,2.164844272,5.52300081,1.762367974,0.086473529,0.064457228,0.773015799,0.567073623,0,0,1
70,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.850799592,-2.850799592,2.384335743,3.152235998,5.842043193,1.762953766,0.086473585,0.064457276,0.772985792,0.6488295,0,0,1
71,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0.484245986,-0.484245986,-3.663561646,2.955332884,5.295116272,1.699575412,0.086473789,0.064457314,0.772910777,1.54299892,1,0,0
72,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,0,0,-3.663561646,1.983009448,5.014452702,1.704823737,0.086473634,0.064457293,0.77306381,1.421806282,0,0,0
73,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,0.745168365,-0.745168365,-3.663561646,1.969847542,4.975231406,1.700348591,0.086473745,0.064457294,0.773057809,1.520344369,1,0,0
74,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,0.238625915,-2.384335743,-0.484245986,2.039954687,5.165604787,1.722772306,0.086473764,0.064457279,0.773030802,1.113008169,1,0,0
75,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0,-3.663561646,0,3.047759718,5.548359377,1.729769154,0.08647361,0.064457289,0.772988792,1.100477215,0,0,0
76,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-1.561789607,-3.663561646,1.561789607,3.128414775,5.774392881,1.755472824,0.086473579,0.064457279,0.772988792,0.791271579,0,0,1
77,436.8185506,0,0,0,0,1,0,167,0,0,1,0,0,0,1.493713537,-1.78448671,-2.672511627,3.06825581,2.90126731,1.903707149,0.08647272,0.064457415,1.857092437,1.706455724,1,0,0
78,692.5198432,0,0,0,0,0,1,33,0,1,0,0,0,0,-3.663561646,1.366876275,-1.366876275,3.192237111,5.200350638,1.726085339,0.086473375,0.064457279,0.773039804,0.992918384,0,1,0
79,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.61196976,-0.745168365,-0.61196976,2.393275542,3.881996069,2.198067865,0.086474306,0.064457325,1.85674494,0.755229563,0,0,0
80,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-1.033015006,-1.033015006,3.15470118,3.51404443,1.951964278,0.086707623,0.064489157,-0.343323398,1.137480376,0,0,0
81,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,-0.484245986,-1.366876275,-0.238625915,2.062627425,5.231503599,1.730163554,0.086473665,0.064457271,0.773024801,1.042324084,0,0,0
82,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0,-1.366876275,-0.745168365,2.257911028,3.573226136,1.955590074,0.086473072,0.064457347,1.856804266,0.701561679,0,0,0
83,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0.360287385,-3.663561646,-0.360287385,3.025275024,5.486160285,1.722497123,0.086473622,0.064457292,0.772988792,1.174863201,1,0,0
84,436.8185506,0,0,0,0,1,0,167,0,0,1,0,0,0,0.656016573,-1.493713537,-1.493713537,3.106368361,2.96695942,1.912443091,0.08647293,0.064457381,1.857079723,1.498506352,1,0,0
85,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.493713537,-1.493713537,0.656016573,2.087433188,3.20079361,1.942679592,0.086473363,0.064457289,1.857067009,0.890767775,0,0,1
86,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.484245986,-0.484245986,-1.033015006,3.016602068,5.462385312,1.719675908,0.086473739,0.064457304,0.772910777,1.194467774,0,0,0
87,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-1.192231899,-3.663561646,1.192231899,4.898130357,3.892473292,1.50768442,0.086473554,0.064511299,0.773009797,0.757951291,0,0,1
88,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.663561646,-1.192231899,1.192231899,3.130198629,5.779491072,1.756028799,0.08647364,0.064457284,0.772946784,0.709905964,0,0,1
89,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,0.484245986,-3.663561646,-0.484245986,2.377543212,3.84548429,2.19487581,0.086474448,0.064457419,1.856846643,1.069355108,1,0,0
90,692.5198432,0,0,0,0,0,1,33,0,1,0,0,0,0,0.484245986,-1.78448671,-1.033015006,3.153582548,5.098066737,1.714936788,0.08647377,0.064457285,0.773036804,1.25939805,1,0,0
91,74.80220421,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.033015006,0,-1.033015006,3.490619393,1.73882903,1.452885974,0.086473542,0.064510273,0.773012798,1.053998392,0,0,0
92,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.745168365,-1.192231899,-0.118699172,2.418184073,3.940192359,2.20147272,0.086474349,0.06445732,1.856660189,0.583778644,0,0,0
93,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-1.033015006,-0.656016573,-0.319223494,2.044335789,3.109660566,1.930927743,0.086473338,0.064457305,1.857058533,1.075787098,0,0,0
94,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915,-0.360287385,-2.850799592,2.965562445,5.322894681,1.702953979,0.086473789,0.064457313,0.772904775,1.469140827,1,0,0
95,74.80220421,0,1,0,0,0,0,12,1,0,0,0,0,0,0.484245986,-0.484245986,-3.663561646,3.465858902,1.650719932,1.416799375,0.086473511,0.064509757,0.773015799,1.457940377,1,0,0
96,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,3.663561646,-3.663561646,-3.663561646,2.925256865,5.213864842,1.689590668,0.086473696,0.064457307,0.772991793,1.826386313,1,0,0
97,436.8185506,0,0,0,0,1,0,167,0,0,1,0,0,0,0.319223494,-2.152101598,-0.656016573,3.144245991,3.032847255,1.921197171,0.086473029,0.064457361,1.857083961,1.32702195,1,0,0
98,228.027526,0,0,0,1,0,0,33,0,1,0,0,0,0,-1.033015006,-3.663561646,1.033015006,2.119968502,5.392025246,1.748204458,0.086473653,0.064457249,0.7730218,0.790999581,0,0,1
99,692.5198432,0,0,0,0,0,1,33,0,1,0,0,0,0,-1.192231899,-1.192231899,0.238625915,3.245603986,5.317702818,1.739809979,0.086473597,0.06445726,0.773018799,0.825972074,0,0,1
100,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.384335743,-2.384335743,1.78448671,3.140223334,5.807902686,1.759184768,0.086473597,0.064457279,0.77297679,0.701512097,0,0,1
101,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,0.238625915,-0.238625915,-3.663561646,2.960310957,5.308600075,1.701220785,0.086473807,0.064457315,0.772898774,1.51404973,1,0,0
102,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223494,-0.656016573,-1.033015006,2.007009928,3.031619543,1.920806503,0.08647319,0.064457336,1.857062771,1.288626404,0,0,0
103,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.745168365,0.745168365,-3.663561646,2.980098378,5.362522689,1.707737796,0.086473869,0.064457319,0.772847766,1.361924821,0,1,0
104,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.663561646,-0.885013195,0.885013195,3.120397403,5.751782256,1.752934409,0.086473659,0.064457287,0.772934781,0.707887999,0,0,1
105,74.80220421,0,1,0,0,0,0,12,1,0,0,0,0,0,0,-3.663561646,0,3.465689723,1.76324322,1.474008656,0.086473529,0.064510873,0.773012798,0.950808094,0,0,0
106,692.5198432,0,0,0,0,0,1,33,0,1,0,0,0,0,-0.360287385,0,-2.049429894,3.141137372,5.075156719,1.71193973,0.086473603,0.064457289,0.773051807,1.256868814,0,0,0
107,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.745168365,-0.484245986,-0.745168365,3.174418167,3.568607921,1.948270596,0.085850335,0.064299901,-0.339942291,0.661862891,0,0,0
108,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,1.493713537,-2.152101598,-2.152101598,1.950228563,2.914688114,1.905549286,0.086472733,0.064457413,1.857092437,1.672206117,1,0,0
109,436.8185506,0,0,0,0,1,0,167,0,0,1,0,0,0,0.656016573,-2.152101598,-1.033015006,3.121726653,2.993611478,1.916043596,0.086472937,0.064457378,1.857083961,1.398025284,1,0,0
110,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-3.663561646,0.484245986,-0.484245986,4.928371366,3.798085756,1.471309965,0.08647356,0.064510481,0.773012798,0.899876757,0,1,0
111,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.360287385,-0.61196976,-1.033015006,4.893157166,3.691220965,1.449535088,0.086473529,0.06451032,0.773012798,1.114846465,0,0,0
112,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0.238625915,-1.033015006,-1.366876275,2.241735398,3.536756691,1.933637007,0.086474503,0.064457289,1.857134816,0.713145867,1,0,0
113,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,0.656016573,-0.656016573,-3.663561646,1.949651271,2.913446194,1.905143686,0.086472893,0.064457389,1.857071247,1.665761533,1,0,0
114,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-2.049429894,-1.78448671,1.192231899,3.123249946,5.759789502,1.753839841,0.086473616,0.064457283,0.772964787,0.699824835,0,0,1
115,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-1.033015006,0.885013195,-2.850799592,2.990219755,5.390131762,1.711057019,0.086473869,0.064457319,0.772838764,1.284649157,0,1,0
116,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.360287385,-1.033015006,-0.61196976,4.890908766,3.721561975,1.45958431,0.086473536,0.064510529,0.773012798,1.098945566,0,0,0
117,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-1.192231899,0.360287385,-1.366876275,2.374753347,3.839197925,2.19608104,0.086474023,0.064457307,1.856778841,0.762440007,0,1,0
118,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0.745168365,-3.663561646,-0.745168365,3.086597814,3.454498395,1.952017056,0.086793879,0.064505505,-0.331085708,0.975540291,1,0,0
119,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223494,-0.319223494,-1.493713537,1.994213858,3.005065478,1.917243267,0.086473184,0.064457339,1.857058533,1.341663037,0,0,0
120,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,0,0,-3.663561646,1.962162094,2.938999121,1.908408815,0.086473072,0.064457361,1.857058533,1.564524225,0,0,0
121,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,0.484245986,-1.192231899,-1.561789607,2.337116364,3.752459874,2.189571996,0.086474485,0.06445733,1.856999203,0.957893222,1,0,0
122,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,0.745168365,-1.033015006,-2.384335743,2.20471919,3.455088897,1.938294052,0.086473424,0.064457294,1.856897496,1.084445749,1,0,0
123,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.745168365,-2.384335743,0.484245986,3.227431991,3.681669304,1.974567872,0.086541189,0.064469633,-0.342074074,0.379121133,0,0,1
124,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,0.656016573,-0.656016573,-3.663561646,1.949651271,2.913446194,1.905143686,0.086472893,0.064457389,1.857071247,1.664134409,1,0,0
125,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,1.366876275,-3.663561646,-1.366876275,2.97195435,5.340102983,1.705072464,0.086473659,0.0644573,0.772988792,1.450723501,1,0,0
126,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.663561646,0,0,3.085752453,5.654387386,1.741936181,0.086473739,0.064457298,0.772889773,0.816249378,0,0,0
127,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.118699172,-1.78448671,-0.360287385,2.394989236,3.885983012,2.197815468,0.086474479,0.064457368,1.85676189,0.823561219,0,0,0
128,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-0.319223494,-3.663561646,0.319223494,2.057393456,3.137167303,1.934750252,0.086473171,0.064457328,1.857083961,1.045070855,0,0,1
129,228.027526,0,0,0,1,0,0,227,0,0,0,0,0,1,-0.238625915,-1.78448671,-0.238625915,3.186036248,3.599089459,1.962698575,0.086532721,0.064468142,-0.342315108,0.344227799,0,0,0
130,692.5198432,0,0,0,0,0,1,12,1,0,0,0,0,0,-0.61196976,-0.484245986,-0.885013195,4.898312034,3.711630139,1.454234802,0.086473536,0.064510373,0.773012798,1.080312531,0,0,0
131,692.5198432,0,0,0,0,0,1,33,0,1,0,0,0,0,-0.360287385,-0.118699172,-1.78448671,3.147227855,5.088886,1.713559726,0.08647361,0.064457288,0.773048807,1.262543554,0,0,0
132,74.80220421,0,1,0,0,0,0,12,1,0,0,0,0,0,-1.033015006,1.033015006,-3.663561646,3.495639399,1.688969451,1.425354907,0.086473536,0.064509628,0.773012798,1.231189059,0,1,0
133,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-3.663561646,-0.745168365,0.745168365,3.115463808,5.737910656,1.751381992,0.086473671,0.064457289,0.77292878,0.731165248,0,0,1
134,143.6775564,0,0,1,0,0,0,167,0,0,1,0,0,0,-2.152101598,2.152101598,-3.663561646,1.993054616,3.002603323,1.916454096,0.086473505,0.064457291,1.857020392,1.276005052,0,1,0
135,692.5198432,0,0,0,0,0,1,206,0,0,0,0,1,0,-0.360287385,-0.745168365,-0.885013195,3.019305412,5.469821945,1.720554156,0.086473721,0.064457302,0.772922779,1.172884533,0,0,0
136,692.5198432,0,0,0,0,0,1,194,0,0,0,1,0,0,-0.745168365,-1.366876275,0,2.423768629,3.953226588,2.202210735,0.086474386,0.06445732,1.856647476,0.740221588,0,0,0
